CTY_NAME,CTY_TXT,State,Region,Division,POINT_X,POINT_Y
Audubon,G19009,Iowa,Midwest Region,West North Central Division,-94.90582472630,41.68454028760
Calhoun,G19025,Iowa,Midwest Region,West North Central Division,-94.64041088830,42.38513285550
Cherokee,G19035,Iowa,Midwest Region,West North Central Division,-95.62380609750,42.73564174230
Chickasaw,G19037,Iowa,Midwest Region,West North Central Division,-92.31761911420,43.05997278930
Story,G19169,Iowa,Midwest Region,West North Central Division,-93.46508437760,42.03619651050
Abbeville,G45001,South Carolina,South Region,South Atlantic Division,-82.45868910510,34.22261845740
Palo Alto,G19147,Iowa,Midwest Region,West North Central Division,-94.67807061960,43.08207454270
Dallas,G19049,Iowa,Midwest Region,West North Central Division,-94.03977005360,41.68481623590
Cerro Gordo,G19033,Iowa,Midwest Region,West North Central Division,-93.26078901180,43.08154522310
Winneshiek,G19191,Iowa,Midwest Region,West North Central Division,-91.84363568580,43.29064878390
Taylor,G19173,Iowa,Midwest Region,West North Central Division,-94.69644130990,40.73748214810
York,G45091,South Carolina,South Region,South Atlantic Division,-81.18450892910,34.97468669220
Florence,G45041,South Carolina,South Region,South Atlantic Division,-79.70252981240,34.02437343400
Fremont,G19071,Iowa,Midwest Region,West North Central Division,-95.60497980890,40.74541150620
Emmet,G19063,Iowa,Midwest Region,West North Central Division,-94.67848640020,43.37799295800
Howard,G19089,Iowa,Midwest Region,West North Central Division,-92.31712121930,43.35671607260
Woodbury,G19193,Iowa,Midwest Region,West North Central Division,-96.04475522950,42.38962628120
Carroll,G19027,Iowa,Midwest Region,West North Central Division,-94.86051381850,42.03621984970
Hamilton,G19079,Iowa,Midwest Region,West North Central Division,-93.70667408040,42.38380776750
Mitchell,G19131,Iowa,Midwest Region,West North Central Division,-92.78896374620,43.35631897320
Poweshiek,G19157,Iowa,Midwest Region,West North Central Division,-92.53149233940,41.68644066150
Wright,G19197,Iowa,Midwest Region,West North Central Division,-93.73515029310,42.73306520210
Clay,G19041,Iowa,Midwest Region,West North Central Division,-95.15093629640,43.08249049020
Union,G19175,Iowa,Midwest Region,West North Central Division,-94.24238566270,41.02770573000
Henry,G19087,Iowa,Midwest Region,West North Central Division,-91.54460877900,40.98799079320
Lucas,G19117,Iowa,Midwest Region,West North Central Division,-93.32763838780,41.02937261160
Winnebago,G19189,Iowa,Midwest Region,West North Central Division,-93.73426700970,43.37757266780
Dubuque,G19061,Iowa,Midwest Region,West North Central Division,-90.88249893110,42.46884239720
Berkeley,G45015,South Carolina,South Region,South Atlantic Division,-79.95105624180,33.20100505910
Jefferson,G19101,Iowa,Midwest Region,West North Central Division,-91.94902494770,41.03182064250
Cedar,G19031,Iowa,Midwest Region,West North Central Division,-91.13240080430,41.77228209190
Bremer,G19017,Iowa,Midwest Region,West North Central Division,-92.31799850020,42.77456355280
Davis,G19051,Iowa,Midwest Region,West North Central Division,-92.40962388010,40.74778844920
Ida,G19093,Iowa,Midwest Region,West North Central Division,-95.51353733150,42.38695312890
Grundy,G19075,Iowa,Midwest Region,West North Central Division,-92.79144607240,42.40180428870
Worth,G19195,Iowa,Midwest Region,West North Central Division,-93.26083776310,43.37739891330
Laurens,G45059,South Carolina,South Region,South Atlantic Division,-82.00581629640,34.48335823210
Mahaska,G19123,Iowa,Midwest Region,West North Central Division,-92.64094072380,41.33517621170
Pocahontas,G19151,Iowa,Midwest Region,West North Central Division,-94.67868507250,42.73415255830
Monroe,G19135,Iowa,Midwest Region,West North Central Division,-92.86906768560,41.02977787020
Des Moines,G19057,Iowa,Midwest Region,West North Central Division,-91.18158514650,40.92316282390
Cass,G19029,Iowa,Midwest Region,West North Central Division,-94.92766864220,41.33148329180
Delaware,G19055,Iowa,Midwest Region,West North Central Division,-91.36733115680,42.47119248950
Louisa,G19115,Iowa,Midwest Region,West North Central Division,-91.25979928040,41.21852207530
Greene,G19073,Iowa,Midwest Region,West North Central Division,-94.39677912650,42.03617080390
Warren,G19181,Iowa,Midwest Region,West North Central Division,-93.56132984220,41.33448248910
Polk,G19153,Iowa,Midwest Region,West North Central Division,-93.57360185600,41.68561491150
Johnson,G19103,Iowa,Midwest Region,West North Central Division,-91.58806535720,41.67157082030
Polk,G37149,North Carolina,South Region,South Atlantic Division,-82.16988364500,35.27938086050
Cherokee,G37039,North Carolina,South Region,South Atlantic Division,-84.06390638610,35.13373403940
Scott,G19163,Iowa,Midwest Region,West North Central Division,-90.62317166630,41.63725408360
Iowa,G19095,Iowa,Midwest Region,West North Central Division,-92.06550168490,41.68629583410
Linn,G19113,Iowa,Midwest Region,West North Central Division,-91.59895112070,42.07894459670
Avery,G37011,North Carolina,South Region,South Atlantic Division,-81.92256317090,36.07694748400
Watauga,G37189,North Carolina,South Region,South Atlantic Division,-81.69620006560,36.23108178650
Sac,G19161,Iowa,Midwest Region,West North Central Division,-95.10545161870,42.38621259490
Hoke,G37093,North Carolina,South Region,South Atlantic Division,-79.23714890530,35.01715396270
Rowan,G37159,North Carolina,South Region,South Atlantic Division,-80.52477036880,35.63975371950
Jasper,G19099,Iowa,Midwest Region,West North Central Division,-93.05376005040,41.68603604510
Black Hawk,G19013,Iowa,Midwest Region,West North Central Division,-92.30877097850,42.47006543290
Bertie,G37015,North Carolina,South Region,South Atlantic Division,-76.97911315790,36.06599945280
Webster,G19187,Iowa,Midwest Region,West North Central Division,-94.18168440260,42.42794734810
Floyd,G19067,Iowa,Midwest Region,West North Central Division,-92.78898695620,43.05990787110
Franklin,G19069,Iowa,Midwest Region,West North Central Division,-93.26243932710,42.73252488120
Aiken,G45003,South Carolina,South Region,South Atlantic Division,-81.63507434030,33.54398510690
Johnston,G37101,North Carolina,South Region,South Atlantic Division,-78.36557138240,35.51749475290
Greene,G37079,North Carolina,South Region,South Atlantic Division,-77.67586658540,35.48519289790
Ringgold,G19159,Iowa,Midwest Region,West North Central Division,-94.24401979150,40.73515516210
Montgomery,G19137,Iowa,Midwest Region,West North Central Division,-95.15635086190,41.03017684070
Crawford,G19047,Iowa,Midwest Region,West North Central Division,-95.38208708800,42.03721040170
Halifax,G37083,North Carolina,South Region,South Atlantic Division,-77.65180927800,36.25737013670
Haywood,G37087,North Carolina,South Region,South Atlantic Division,-82.98217316010,35.55635967350
Bladen,G37017,North Carolina,South Region,South Atlantic Division,-78.56345588450,34.61424233990
Clay,G37043,North Carolina,South Region,South Atlantic Division,-83.74963764760,35.05714502820
Currituck,G37053,North Carolina,South Region,South Atlantic Division,-76.01556629220,36.40058031580
Caswell,G37033,North Carolina,South Region,South Atlantic Division,-79.33371262430,36.39332653400
Craven,G37049,North Carolina,South Region,South Atlantic Division,-77.09574608260,35.12526081570
Pickens,G45077,South Carolina,South Region,South Atlantic Division,-82.72555852690,34.88775950620
Adams,G19003,Iowa,Midwest Region,West North Central Division,-94.69919965080,41.02901966670
Graham,G37075,North Carolina,South Region,South Atlantic Division,-83.83305210820,35.34986215570
Monona,G19133,Iowa,Midwest Region,West North Central Division,-95.95986423970,42.05167236720
Camden,G37029,North Carolina,South Region,South Atlantic Division,-76.20995165220,36.38961038650
Guilford,G37081,North Carolina,South Region,South Atlantic Division,-79.78897206930,36.07944044710
Harnett,G37085,North Carolina,South Region,South Atlantic Division,-78.86961446110,35.36857352670
Pitt,G37147,North Carolina,South Region,South Atlantic Division,-77.37467305850,35.59355095440
Duplin,G37061,North Carolina,South Region,South Atlantic Division,-77.93302812510,34.93622956340
Catawba,G37035,North Carolina,South Region,South Atlantic Division,-81.21452741020,35.66266301040
Pamlico,G37137,North Carolina,South Region,South Atlantic Division,-76.74491773300,35.14150286280
Columbus,G37047,North Carolina,South Region,South Atlantic Division,-78.65520525300,34.26530052670
Nash,G37127,North Carolina,South Region,South Atlantic Division,-77.98636304680,35.96711453610
Surry,G37171,North Carolina,South Region,South Atlantic Division,-80.68745762730,36.41455242190
Anson,G37007,North Carolina,South Region,South Atlantic Division,-80.10254089130,34.97357249970
Montgomery,G37123,North Carolina,South Region,South Atlantic Division,-79.90570982060,35.33251332350
Durham,G37063,North Carolina,South Region,South Atlantic Division,-78.87633751650,36.03598190430
Henderson,G37089,North Carolina,South Region,South Atlantic Division,-82.48012339990,35.33626948250
Chowan,G37041,North Carolina,South Region,South Atlantic Division,-76.60795179890,36.15046951720
Adair,G19001,Iowa,Midwest Region,West North Central Division,-94.47085235070,41.33066867250
Mills,G19129,Iowa,Midwest Region,West North Central Division,-95.62115026560,41.03332728490
Buchanan,G19019,Iowa,Midwest Region,West North Central Division,-91.83781933570,42.47075527360
Transylvania,G37175,North Carolina,South Region,South Atlantic Division,-82.79859502770,35.20221447020
Appanoose,G19007,Iowa,Midwest Region,West North Central Division,-92.86860151230,40.74307928960
Pasquotank,G37139,North Carolina,South Region,South Atlantic Division,-76.28548151560,36.29653902180
Cherokee,G20021,Kansas,Midwest Region,West North Central Division,-94.84627338490,37.16927213420
Graham,G20065,Kansas,Midwest Region,West North Central Division,-99.88320505880,39.34969170710
Brown,G20013,Kansas,Midwest Region,West North Central Division,-95.56422203710,39.82646599830
Warren,G37185,North Carolina,South Region,South Atlantic Division,-78.10660935720,36.39644912870
Wilkes,G37193,North Carolina,South Region,South Atlantic Division,-81.16303086050,36.20654952040
Lincoln,G37109,North Carolina,South Region,South Atlantic Division,-81.22418259750,35.48609718230
Wayne,G37191,North Carolina,South Region,South Atlantic Division,-78.00401711230,35.36389979900
Ottawa,G20143,Kansas,Midwest Region,West North Central Division,-97.65020352010,39.13242349160
Riley,G20161,Kansas,Midwest Region,West North Central Division,-96.73552233060,39.29667580740
Seward,G20175,Kansas,Midwest Region,West North Central Division,-100.85125131200,37.19326709210
Hodgeman,G20083,Kansas,Midwest Region,West North Central Division,-99.89797001800,38.08744003370
Stanton,G20187,Kansas,Midwest Region,West North Central Division,-101.78419190400,37.56303559560
Osborne,G20141,Kansas,Midwest Region,West North Central Division,-98.76794102040,39.35033965190
Jackson,G37099,North Carolina,South Region,South Atlantic Division,-83.14093243250,35.28734365810
Douglas,G31055,Nebraska,Midwest Region,West North Central Division,-96.15401786460,41.29529351350
Adams,G31001,Nebraska,Midwest Region,West North Central Division,-98.50119665210,40.52444728240
Keith,G31101,Nebraska,Midwest Region,West North Central Division,-101.66138732900,41.19876918170
Sampson,G37163,North Carolina,South Region,South Atlantic Division,-78.37151588850,34.99168821870
Hyde,G37095,North Carolina,South Region,South Atlantic Division,-76.25123759370,35.53279202380
New Hanover,G37129,North Carolina,South Region,South Atlantic Division,-77.88504838720,34.24593971470
Madison,G37115,North Carolina,South Region,South Atlantic Division,-82.70562900220,35.85840974470
Martin,G37117,North Carolina,South Region,South Atlantic Division,-77.10726021550,35.84144611750
Ford,G20057,Kansas,Midwest Region,West North Central Division,-99.88798777030,37.69169402240
Orange,G37135,North Carolina,South Region,South Atlantic Division,-79.12047966670,36.06146103920
Wayne,G31179,Nebraska,Midwest Region,West North Central Division,-97.11926035480,42.20926046110
Sheridan,G20179,Kansas,Midwest Region,West North Central Division,-100.44181758600,39.35040975850
Logan,G20109,Kansas,Midwest Region,West North Central Division,-101.14835058700,38.91727461940
Jackson,G20085,Kansas,Midwest Region,West North Central Division,-95.79371100600,39.41675780770
Hitchcock,G31087,Nebraska,Midwest Region,West North Central Division,-101.04222345500,40.17632987860
Grant,G20067,Kansas,Midwest Region,West North Central Division,-101.30796658000,37.56215907840
Ellis,G20051,Kansas,Midwest Region,West North Central Division,-99.31723090040,38.91473105270
Buffalo,G31019,Nebraska,Midwest Region,West North Central Division,-99.07502622580,40.85509758300
Granville,G37077,North Carolina,South Region,South Atlantic Division,-78.65308007460,36.30387468750
Forsyth,G37067,North Carolina,South Region,South Atlantic Division,-80.25627070920,36.13055168050
Cherry,G31031,Nebraska,Midwest Region,West North Central Division,-101.11857952000,42.54486546660
Lancaster,G31109,Nebraska,Midwest Region,West North Central Division,-96.68776337420,40.78413476190
York,G31185,Nebraska,Midwest Region,West North Central Division,-97.59709160120,40.87271495390
Sioux,G31165,Nebraska,Midwest Region,West North Central Division,-103.75885740400,42.48764853710
Anderson,G20003,Kansas,Midwest Region,West North Central Division,-95.29331781390,38.21420360670
Dawes,G31045,Nebraska,Midwest Region,West North Central Division,-103.13545839800,42.71969761540
